cell,carrier_key,carrier_name,ac_type,seats_band,range_band,n_flights,n_tails,n_active_days,n_flights_with_number,first_date,last_date,s1,s1_den_flights,n_keys,s2,s2_n_days,avg_departures,s2_note,s3,s4,s4_entropy_norm,n_pairs,n_singletons,s1_imputed,label,low_confidence,pc1,pc2
ATC::B39M|180-239|short,ATC,Air Tanzania,B39M,180-239,short,5631,2,845,5625,2023-09-30,2026-02-26,0.9677304332323052,5609,197.0,0.16146512881280828,881,6.391600454029512,ok,0.8658188666280282,0.6363636363636364,0.6175591706632265,66.0,24.0,False,,False,1.1101271143392883,0.42028406096652604
ATC::B763|NA|medium,ATC,Air Tanzania,B763,NA,medium,521,1,340,519,2023-06-01,2026-02-20,0.6365461847389559,498,173.0,0.05181655780381855,996,0.5230923694779116,ok,0.3413654618473896,0.6938775510204082,0.7927016244555795,49.0,15.0,False,,False,-0.2844922840654534,-0.11031506740029924
ATC::B788|ge240|medium,ATC,Air Tanzania,B788,ge240,medium,3041,3,1146,3038,2022-06-01,2026-02-26,0.9516556291390729,3020,136.0,0.30203563282865387,1367,2.22457937088515,ok,0.4879297732260424,0.6363636363636364,0.5223337030115811,55.0,20.0,False,,False,0.8382478323468813,1.5087354226163259
ATC::BCS3|100-179|regional,ATC,Air Tanzania,BCS3,100-179,regional,9798,3,1117,9707,2022-06-01,2026-02-26,0.985831006308822,9669,196.0,0.14640743412104618,1367,7.167520117044623,ok,0.4498902706656913,0.7142857142857143,0.6585861057695733,63.0,18.0,False,,False,0.612747424101398,0.3948674766042651
ATC::BCS3|100-179|short,ATC,Air Tanzania,BCS3,100-179,short,4131,1,798,4129,2022-06-01,2026-02-26,0.9781659388646288,4122,127.0,0.016897957046076217,1367,3.021945866861741,ok,0.5837600585223116,1.0,0.7966419988058252,30.0,0.0,False,,False,1.0127386566401173,-0.8675317980040387
ATC::DH8C|20-99|regional,ATC,Air Tanzania,DH8C,20-99,regional,225,1,108,222,2024-07-24,2026-02-11,0.9481132075471698,212,21.0,0.0573233616266724,568,0.3961267605633803,ok,0.19014084507042253,0.6666666666666667,0.6733029075683138,9.0,3.0,False,,False,-0.11583081892973994,-0.02220982992975601
ATC::DH8D|20-99|regional,ATC,Air Tanzania,DH8D,20-99,regional,40184,5,1368,39966,2022-05-31,2026-02-26,0.9856624502343395,39686,583.0,0.05236046718495446,1368,29.374269005847953,ok,0.8669590643274854,0.7681159420289855,0.62450991257263,69.0,16.0,False,,False,1.1212487486445226,-0.46623684964593104
ATG::B744|NA|long,ATG,Aerotranscargo,B744,NA,long,5,1,4,5,2024-07-08,2025-10-18,0.0,5,5.0,0.0,468,0.010683760683760684,ok,0.008547008547008548,1.0,0.0,1.0,0.0,True,,True,-1.2451740547688503,-0.6005332035011833
ATN::B763|NA|medium,ATN,Air Transport International,B763,NA,medium,1,1,1,1,2025-02-03,2025-02-03,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
ATN::B763|NA|short,ATN,Air Transport International,B763,NA,short,1,1,1,1,2024-05-25,2024-05-25,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
AV8JET CHARTER::C25A|NA|regional,AV8JET CHARTER,AV8JET Charter,C25A,NA,regional,571,1,314,562,2023-08-10,2026-04-03,0.0,559,556.0,0.009037601762420855,968,0.5898760330578512,ok,0.3243801652892562,0.3677811550151976,0.9558522900930817,329.0,208.0,True,,False,-1.862468384021579,0.10647154418607488
AV8JET CHARTER::C25A|NA|short,AV8JET CHARTER,AV8JET Charter,C25A,NA,short,344,1,203,320,2024-05-09,2026-04-30,0.0,320,319.0,0.0,722,0.47645429362880887,ok,0.28116343490304707,0.2530120481927711,0.9748357349118136,249.0,186.0,True,,False,-2.149938403575984,0.2059632639704939
AVA::A20N|180-239|medium,AVA,Avianca,A20N,180-239,medium,13728,4,1341,13720,2022-06-01,2026-02-26,0.9179790026246719,13716,1216.0,0.006440432953357167,1367,10.0424286759327,ok,0.9074587406598289,0.8938547486033519,0.7680457316099005,179.0,19.0,False,fsc,False,1.2056323318350604,-0.9317398794175027
AVA::A20N|180-239|regional,AVA,Avianca,A20N,180-239,regional,59653,16,1154,59641,2022-12-29,2026-02-26,0.9867536343667734,59639,1465.0,0.0,1156,51.60294117647059,ok,0.9064909115963271,0.8389261744966443,0.7673801191990065,149.0,24.0,False,fsc,False,1.1881458580559792,-0.9161282260819265
AVA::A20N|180-239|short,AVA,Avianca,A20N,180-239,short,12038,7,1325,12033,2022-05-31,2026-02-26,0.897697997174437,12033,1357.0,0.0,1368,8.799707602339181,ok,0.9328621908127208,0.9529411764705882,0.8761179467993937,170.0,8.0,False,fsc,False,1.3051413489283088,-1.0547047531988907
AVA::A319|100-179|regional,AVA,Avianca,A319,100-179,regional,36768,7,1368,36747,2022-05-31,2026-02-26,0.9687006695335039,36742,1554.0,0.0,1368,26.87719298245614,ok,0.8589181286549707,0.8657718120805369,0.7478997736991274,149.0,20.0,False,fsc,False,1.1388556335194957,-0.926849324393928
AVA::A320|180-239|regional,AVA,Avianca,A320,180-239,regional,406202,59,1368,406050,2022-05-31,2026-02-26,0.9934582086427507,406005,3653.0,0.014062838665418909,1368,296.9312865497076,ok,0.9407894736842105,0.8,0.6767302715355833,265.0,53.0,False,fsc,False,1.2123737923406894,-0.7904331511664645
AVA::A320|180-239|short,AVA,Avianca,A320,180-239,short,953,2,111,953,2025-10-31,2026-02-26,0.5907660020986358,953,353.0,0.056076991656691,119,8.008403361344538,ok,0.9466497125165856,0.9589041095890412,0.8841095584874342,73.0,3.0,False,fsc,False,1.0384239942056708,-0.6531423854865788
AVA::A333|ge240|medium,AVA,Avianca,A333,ge240,medium,701,1,355,701,2025-03-02,2026-02-26,0.9614835948644793,701,7.0,0.0,362,1.9364640883977902,ok,0.9806629834254144,0.6666666666666667,0.6312608649561164,3.0,1.0,False,fsc,False,0.9615071761856465,-0.7312233329741906
AVA::B788|ge240|long,AVA,Avianca,B788,ge240,long,26614,13,1367,26504,2022-06-01,2026-02-26,0.9910569412475001,26501,238.0,0.05676630543456285,1367,19.468910021945867,ok,0.8536942209217264,0.5555555555555556,0.5412891956860564,54.0,24.0,False,fsc,False,0.7446480781384628,-0.17068092178146826
AVA::B788|ge240|medium,AVA,Avianca,B788,ge240,medium,604,1,249,596,2024-06-02,2026-02-26,0.9664429530201343,596,20.0,0.0044854202224199335,635,0.9511811023622048,ok,0.3921259842519685,1.0,0.6501892702006431,8.0,0.0,False,fsc,False,0.6801951264870805,-0.8683650730952202
AVCON JET AUSTRIA::C25A|NA|short,AVCON JET AUSTRIA,Avcon Jet Austria,C25A,NA,short,103,1,60,1,2025-09-21,2026-04-13,0.0,1,1.0,0.023058819164624045,205,0.5024390243902439,ok,0.2926829268292683,0.368421052631579,0.941985740642505,57.0,36.0,True,,True,-1.8772247225651888,0.21153336657946306
AVCON JET AUSTRIA::C25C|NA|regional,AVCON JET AUSTRIA,Avcon Jet Austria,C25C,NA,regional,1217,1,668,2,2022-06-01,2026-04-30,0.0,2,2.0,0.09844930416398412,1430,0.8510489510489511,ok,0.4671328671328671,0.32558139534883723,0.7996950762345778,344.0,232.0,True,,False,-1.5194001105520905,0.690256932689208
AVCON JET AUSTRIA::C750|NA|short,AVCON JET AUSTRIA,Avcon Jet Austria,C750,NA,short,217,1,101,0,2022-07-14,2023-05-13,0.0,,,0.0021625454459662796,304,0.7138157894736842,ok,0.33223684210526316,0.11827956989247312,0.9887095255584923,186.0,164.0,True,,False,-2.3053661995610093,0.36493580991543056
AVCON JET AUSTRIA::CL35|NA|regional,AVCON JET AUSTRIA,Avcon Jet Austria,CL35,NA,regional,5,1,4,0,2025-12-05,2025-12-09,0.0,,,,5,1.0,short_series,0.8,0.25,0.9609640474436812,4.0,3.0,True,,True,,
AVCON JET AUSTRIA::E35L|NA|short,AVCON JET AUSTRIA,Avcon Jet Austria,E35L,NA,short,249,2,123,0,2024-10-10,2026-02-10,0.0,,,0.0,489,0.50920245398773,ok,0.14621676891615543,0.33870967741935487,0.9257713500338056,124.0,82.0,True,,False,-2.202036776923552,0.15647222644988845
AVCON JET AUSTRIA::GLEX|NA|medium,AVCON JET AUSTRIA,Avcon Jet Austria,GLEX,NA,medium,2,1,2,0,2024-09-07,2024-09-08,0.0,,,,2,1.0,short_series,1.0,0.0,1.0,2.0,2.0,True,,True,,
AVCON JET AUSTRIA::GLEX|NA|short,AVCON JET AUSTRIA,Avcon Jet Austria,GLEX,NA,short,61,1,46,0,2022-06-23,2022-10-24,0.0,,,0.03636261375956551,124,0.49193548387096775,ok,0.3709677419354839,0.26190476190476186,0.9380549608457943,42.0,31.0,True,,True,-1.9168173690160517,0.3981250732421561
AVCON JET AUSTRIA::LJ75|NA|short,AVCON JET AUSTRIA,Avcon Jet Austria,LJ75,NA,short,4,1,3,0,2025-02-07,2025-02-12,0.0,,,,6,0.6666666666666666,short_series,0.5,1.0,1.0,2.0,0.0,True,,True,,
AVCON JET::E35L|NA|short,AVCON JET,Avcon Jet,E35L,NA,short,2,1,2,2,2022-10-09,2022-10-10,0.0,2,2.0,,2,1.0,short_series,1.0,1.0,0.0,1.0,0.0,True,,True,,
AVCON JET::GALX|NA|short,AVCON JET,Avcon Jet,GALX,NA,short,41,1,21,0,2022-06-02,2023-01-16,0.0,,,0.003870014451112236,229,0.17903930131004367,ok,0.09170305676855896,0.34782608695652173,0.9325547549365073,23.0,15.0,True,,True,-2.2591951550928404,0.19346114455737706
AVCON JET::GL5T|NA|short,AVCON JET,Avcon Jet,GL5T,NA,short,58,1,44,2,2024-02-09,2024-08-10,0.0,2,1.0,0.0,184,0.31521739130434784,ok,0.2391304347826087,0.36,0.8353017223590018,25.0,16.0,True,,True,-2.0248449870346867,0.09169217782624324
AVCON JET::GL7T|NA|short,AVCON JET,Avcon Jet,GL7T,NA,short,4,1,2,0,2025-03-15,2025-03-18,0.0,,,,4,1.0,short_series,0.5,1.0,1.0,2.0,0.0,True,,True,,
AVCON JET::H25B|NA|regional,AVCON JET,Avcon Jet,H25B,NA,regional,8,1,5,0,2025-07-08,2025-07-15,0.0,,,,8,1.0,short_series,0.625,1.0,0.946394630357186,3.0,0.0,True,,True,,
AVCON JET::LJ31|NA|regional,AVCON JET,Avcon Jet,LJ31,NA,regional,199,1,109,49,2023-03-11,2025-02-21,0.24489795918367346,49,30.0,0.00041064171190019483,714,0.27871148459383754,ok,0.15266106442577032,0.47887323943661975,0.8856732296747882,71.0,37.0,False,,True,-1.605574631603127,-0.05108698022294496
AVCON JET MALTA::C25M|NA|regional,AVCON JET MALTA,Avcon Jet Malta,C25M,NA,regional,226,1,101,0,2025-05-26,2026-04-30,0.0,,,0.010844413598255276,340,0.6647058823529411,ok,0.29705882352941176,0.41747572815533984,0.9397398162920036,103.0,60.0,True,,False,-1.8119941157119488,0.06857535277029776
AVCON JET MALTA::C56X|NA|regional,AVCON JET MALTA,Avcon Jet Malta,C56X,NA,regional,1185,1,568,1,2022-06-04,2026-04-29,0.0,1,1.0,0.0125006572532802,1426,0.8309957924263675,ok,0.39831697054698456,0.3982808022922636,0.8132371031168639,349.0,210.0,True,,False,-1.6897548306388122,0.061124380764511245
AVCON JET MALTA::F2TH|NA|short,AVCON JET MALTA,Avcon Jet Malta,F2TH,NA,short,94,1,43,1,2022-06-04,2022-08-30,0.0,1,1.0,0.016889089353763986,88,1.0681818181818181,ok,0.48863636363636365,0.14925373134328357,0.9388581577886742,67.0,57.0,True,,True,-1.9822813745119847,0.3592355193536926
AVCON JET MALTA::GL5T|NA|short,AVCON JET MALTA,Avcon Jet Malta,GL5T,NA,short,253,1,180,0,2024-04-19,2025-09-23,0.0,,,0.0,523,0.4837476099426386,ok,0.3441682600382409,0.1785714285714286,0.9767766095414752,196.0,161.0,True,,False,-2.186211086070533,0.2714581131657041
AVCON JET MALTA::GLEX|NA|short,AVCON JET MALTA,Avcon Jet Malta,GLEX,NA,short,21,2,14,14,2022-07-22,2023-08-24,0.0,14,14.0,0.0,399,0.05263157894736842,ok,0.017543859649122806,0.16666666666666663,0.9848146275158577,18.0,15.0,True,,True,-2.6983301729966143,0.42169605236955654
AVCON JET MIDDLE EAST::GL7T|NA|short,AVCON JET MIDDLE EAST,Avcon Jet Middle East,GL7T,NA,short,401,1,236,0,2024-02-27,2026-04-28,0.0,,,0.0010477167887197325,792,0.5063131313131313,ok,0.29797979797979796,0.4022988505747126,0.911753494140422,174.0,104.0,True,,False,-1.8595275202309893,0.022113681764901652
AVCON JET NORTH AMERICA::C525|NA|regional,AVCON JET NORTH AMERICA,Avcon Jet North America,C525,NA,regional,365,1,164,0,2023-05-16,2026-02-28,0.0,,,0.006817083262228629,1020,0.35784313725490197,ok,0.1607843137254902,0.2425373134328358,0.9831219386656919,268.0,203.0,True,,False,-2.3339434731256294,0.3138952126967255
AVINCIS AVIATION ITALY::CL2T|NA|regional,AVINCIS AVIATION ITALY,Avincis Aviation Italy,CL2T,NA,regional,37,2,18,37,2024-06-09,2024-07-10,0.34615384615384615,26,12.0,,32,1.15625,short_series,0.296875,0.4285714285714286,0.8300072595050233,7.0,4.0,False,,True,,
AVJ::A320|180-239|regional,AVJ,Avia Traffic Company,A320,180-239,regional,1,1,1,1,2023-10-06,2023-10-06,0.0,,,,1,1.0,short_series,1.0,,,,,True,,True,,
AVJ::B733|100-179|regional,AVJ,Avia Traffic Company,B733,100-179,regional,1,1,1,1,2023-05-02,2023-05-02,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
AVR::A320|180-239|regional,AVR,Avianca Express,A320,180-239,regional,3277,2,383,3275,2024-12-26,2026-02-26,0.776114844227245,3274,583.0,0.00193973177485951,428,7.656542056074766,ok,0.9089683680805176,0.9090909090909091,0.7227261982607573,55.0,5.0,False,,False,1.0280543319921478,-0.9605827154897415
AWC::A21N|180-239|medium,AWC,Titan Airways,A21N,180-239,medium,12,1,12,12,2025-06-16,2025-08-05,1.0,12,2.0,0.46148778585770767,51,0.23529411764705882,ok,0.23529411764705882,1.0,0.0,1.0,0.0,False,,True,1.5267400729294067,2.2131087616408918
AWK::B734|NA|regional,AWK,Airwork,B734,NA,regional,807,2,181,806,2022-06-01,2023-06-29,0.9727047146401985,806,32.0,0.4058488111558832,394,2.048223350253807,ok,0.2436548223350254,1.0,0.7409502215886911,3.0,0.0,False,,False,1.3753926308364226,1.8457222706123388
AXE::B738|NA|short,AXE,AirExplore,B738,NA,short,90,1,32,88,2025-11-30,2026-01-30,0.7613636363636364,88,15.0,0.12188658931297403,62,1.4516129032258065,ok,0.5161290322580645,0.6666666666666667,0.7284185754998905,6.0,2.0,False,,True,0.2621056023545522,0.29600749601258586
AXV::A310|180-239|short,AXV,AVA Airlines (Iran),A310,180-239,short,1,1,1,1,2024-08-12,2024-08-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
AXV::B735|100-179|regional,AXV,AVA Airlines (Iran),B735,100-179,regional,10,2,8,10,2024-02-06,2025-09-01,0.0,5,5.0,0.0,574,0.017421602787456445,ok,0.007939630087545115,1.0,0.9709505944546688,2.0,0.0,True,,True,-1.246087409421577,-0.6002810815871078
AYG::B738|NA|short,AYG,Ascend Airways Malaysia,B738,NA,short,56,1,32,53,2025-10-07,2026-02-26,0.3673469387755102,49,24.0,0.0,143,0.3916083916083916,ok,0.22377622377622378,1.0,0.7725525635979479,4.0,0.0,False,,True,-0.4127954052029115,-0.7424279144221215
AZERBAIJAN AIRLINES::GLF4|NA|regional,AZERBAIJAN AIRLINES,Azerbaijan Airlines,GLF4,NA,regional,8,1,8,8,2025-06-05,2025-09-21,0.625,8,4.0,0.0,109,0.07339449541284404,ok,0.07339449541284404,0.0,1.0,2.0,2.0,False,,True,-2.0421428970570843,0.5142915700699197
AZERBAIJAN AIRLINES::GLF6|NA|medium,AZERBAIJAN AIRLINES,Azerbaijan Airlines,GLF6,NA,medium,447,1,309,439,2022-06-05,2025-08-06,0.23394495412844038,436,277.0,0.0,1159,0.3856773080241588,ok,0.26660914581535805,0.41007194244604317,0.8322730759797738,139.0,82.0,False,,False,-1.5714144912833021,-0.014829223902443078
AZG::B744|NA|medium,AZG,Silk Way West Airlines,B744,NA,medium,8378,3,1419,8369,2022-06-01,2026-04-22,0.7761229882296421,8326,1869.0,0.006499702263136009,1422,5.891701828410689,ok,0.8375527426160337,0.5080128205128205,0.6760271832643237,624.0,307.0,False,,False,0.22510320693803573,-0.4070041425169553
AZG::B748|NA|long,AZG,Silk Way West Airlines,B748,NA,long,12460,5,1420,12451,2022-06-01,2026-04-22,0.8825904392764858,12384,1519.0,0.0076498751626737915,1422,8.762306610407876,ok,0.8248945147679325,0.5360576923076923,0.6214619053419417,416.0,193.0,False,,False,0.4054775746706162,-0.4439051830263356
AZG::B77L|NA|medium,AZG,Silk Way West Airlines,B77L,NA,medium,5549,4,915,5548,2023-10-17,2026-04-22,0.866871387283237,5536,805.0,0.011968391839171755,919,6.038084874863983,ok,0.9646038413847206,0.5846153846153845,0.6839372158768419,195.0,81.0,False,,False,0.6890505440342432,-0.5308825818894107
AZG::NA|NA|medium,AZG,Silk Way West Airlines,NA,NA,medium,154,1,96,153,2022-06-01,2022-11-08,0.07894736842105263,152,119.0,0.0,161,0.9565217391304348,ok,0.5962732919254659,0.3571428571428571,0.8227846543786344,56.0,36.0,False,,True,-1.3834834595639618,-0.06433407794752485
AZQ::IL76|NA|medium,AZQ,Silk Way Airlines,IL76,NA,medium,1061,1,693,1052,2022-06-21,2026-04-22,0.4009852216748768,1015,581.0,0.007123069322463871,1402,0.7567760342368046,ok,0.4942938659058488,0.36949152542372876,0.8037666867299796,295.0,186.0,False,,False,-1.052978771006134,-0.03618754143793687
AZQ::IL76|NA|short,AZQ,Silk Way Airlines,IL76,NA,short,987,1,650,983,2022-06-02,2026-04-22,0.4208754208754209,891,493.0,0.01972415142133488,1421,0.6945812807881774,ok,0.4574243490499648,0.38132295719844356,0.8143536837019856,257.0,159.0,False,,False,-1.0314895883531616,0.045008923050815594
AZW::AT45|20-99|regional,AZW,Air Zimbabwe,AT45,20-99,regional,222,1,79,222,2025-09-08,2026-02-24,0.8260869565217391,207,25.0,0.10012348071203514,170,1.3058823529411765,ok,0.4647058823529412,0.8333333333333334,0.6457927900835543,6.0,1.0,False,,False,0.5184155165443649,-0.040971679371190714
AZW::E145|20-99|regional,AZW,Air Zimbabwe,E145,20-99,regional,503,1,292,429,2024-08-02,2025-12-20,0.8954081632653061,392,44.0,0.046450933389701965,506,0.9940711462450593,ok,0.5770750988142292,1.0,0.5786910536640583,9.0,0.0,False,,False,0.9550673298626404,-0.6575471095061944
BAW::A20N|180-239|short,BAW,British Airways,A20N,180-239,short,1708,17,28,1708,2022-06-01,2022-06-28,0.6053864168618267,1708,451.0,,28,61.0,short_series,1.0,0.984375,0.9229076607139364,64.0,1.0,False,fsc,True,,
BAW::A21N|180-239|short,BAW,British Airways,A21N,180-239,short,792,10,28,792,2022-06-01,2022-06-28,0.4532828282828283,792,283.0,,28,28.285714285714285,short_series,0.875,0.9807692307692307,0.8967028241303987,52.0,1.0,False,fsc,True,,
BAW::A319|100-179|regional,BAW,British Airways,A319,100-179,regional,1978,21,28,1977,2022-06-01,2022-06-28,0.5604451188669701,1977,468.0,,28,70.64285714285714,short_series,0.8928571428571429,1.0,0.9001848543452743,51.0,0.0,False,fsc,True,,
BAW::A320|180-239|regional,BAW,British Airways,A320,180-239,regional,238,2,28,238,2022-06-01,2022-06-28,0.0,238,186.0,,28,8.5,short_series,0.9642857142857143,0.9787234042553191,0.921755492369289,47.0,1.0,True,fsc,True,,
BAW::A320|180-239|short,BAW,British Airways,A320,180-239,short,4465,41,28,4461,2022-06-01,2022-06-28,0.7635059403721138,4461,689.0,,28,159.46428571428572,short_series,0.9642857142857143,0.9782608695652174,0.9292900601588645,92.0,2.0,False,fsc,True,,
BAW::A35K|ge240|long,BAW,British Airways,A35K,ge240,long,432,12,29,432,2022-05-31,2022-06-28,0.9976851851851852,432,17.0,,29,14.89655172413793,short_series,0.8448275862068966,1.0,0.9994715705439544,8.0,0.0,False,fsc,True,,
BAW::A388|ge240|long,BAW,British Airways,A388,ge240,long,314,8,29,314,2022-05-31,2022-06-28,0.9904458598726115,314,15.0,,29,10.827586206896552,short_series,0.8620689655172413,0.8571428571428572,0.9279503673346825,7.0,1.0,False,fsc,True,,
BAW::A388|ge240|regional,BAW,British Airways,A388,ge240,regional,1,1,1,0,2022-06-23,2022-06-23,0.0,,,,1,1.0,short_series,1.0,,,,,True,fsc,True,,
BAW::A388|ge240|short,BAW,British Airways,A388,ge240,short,3,2,3,3,2022-06-01,2022-06-25,0.0,3,3.0,,25,0.12,short_series,0.06,1.0,0.0,1.0,0.0,True,fsc,True,,
BAW::B772|180-239|long,BAW,British Airways,B772,180-239,long,694,17,29,694,2022-05-31,2022-06-28,0.8342939481268011,694,70.0,,29,23.93103448275862,short_series,0.7931034482758621,0.92,0.8006022175851707,25.0,2.0,False,fsc,True,,
BAW::B772|180-239|regional,BAW,British Airways,B772,180-239,regional,1,1,1,1,2022-06-01,2022-06-01,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,fsc,True,,
BAW::B772|ge240|long,BAW,British Airways,B772,ge240,long,1065,24,29,1064,2022-05-31,2022-06-28,0.8646616541353384,1064,89.0,,29,36.724137931034484,short_series,0.8620689655172413,0.9189189189189189,0.8865819760264244,37.0,3.0,False,fsc,True,,
BAW::B77W|ge240|long,BAW,British Airways,B77W,ge240,long,651,15,29,649,2022-05-31,2022-06-28,0.9599383667180277,649,48.0,,29,22.448275862068964,short_series,0.8620689655172413,0.9333333333333333,0.805482020246143,15.0,1.0,False,fsc,True,,
BAW::B788|180-239|long,BAW,British Airways,B788,180-239,long,353,10,29,353,2022-05-31,2022-06-28,0.8441926345609065,353,45.0,,29,12.172413793103448,short_series,0.7758620689655172,0.9047619047619048,0.8824944805552954,21.0,2.0,False,fsc,True,,
BAW::B789|180-239|long,BAW,British Airways,B789,180-239,long,622,18,29,622,2022-05-31,2022-06-28,0.8520900321543409,622,74.0,,29,21.448275862068964,short_series,0.7413793103448276,0.8387096774193549,0.8423105402519677,31.0,5.0,False,fsc,True,,
BAW::B78X|ge240|long,BAW,British Airways,B78X,ge240,long,70,2,25,70,2022-06-01,2022-06-28,0.9428571428571428,70,6.0,,28,2.5,short_series,0.6964285714285714,1.0,0.7747930465220335,3.0,0.0,False,fsc,True,,
BBG::B738|180-239|short,BBG,Blue Bird Airways,B738,180-239,short,6,1,3,6,2022-06-04,2022-07-02,0.0,6,6.0,,29,0.20689655172413793,short_series,0.10344827586206896,1.0,0.9999999999999998,3.0,0.0,True,charter_acmi,True,,
BBT::A321|NA|medium,BBT,BBN Airlines,A321,NA,medium,160,1,68,160,2025-11-07,2026-02-25,0.125,160,133.0,0.09603161896427426,111,1.4414414414414414,ok,0.6126126126126126,0.5526315789473684,0.8064375141485847,38.0,17.0,False,,True,-0.7333920035769163,0.3164684699460878
BCS::A306|NA|regional,BCS,European Air Transport,A306,NA,regional,4,2,2,0,2026-01-12,2026-01-13,0.0,,,,2,2.0,short_series,0.5,1.0,0.0,1.0,0.0,True,cargo_regular,True,,
CAI::B38M|180-239|short,CAI,Corendon Airlines,B38M,180-239,short,6536,5,952,6366,2022-05-31,2025-12-28,0.7329661683713611,6355,1734.0,0.02931398313582345,1308,4.996941896024465,ok,0.819672131147541,0.7357142857142858,0.7867019835408305,280.0,74.0,False,,False,0.590922768833516,-0.5229222104650649
CAI::B738|180-239|short,CAI,Corendon Airlines,B738,180-239,short,14723,5,1211,13821,2022-06-01,2026-02-10,0.7845941629156381,13774,3114.0,0.1293963959252925,1351,10.897853441894892,ok,0.7527757216876387,0.7283236994219653,0.7894319132164668,519.0,141.0,False,,False,0.7756783612644184,0.16818913374552585
CARNES PROCESADAS SA::C25A|NA|short,CARNES PROCESADAS SA,Carnes Procesadas SA,C25A,NA,short,1,1,1,1,2024-12-05,2024-12-05,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
CAVERTON HELICOPTERS::E35L|NA|regional,CAVERTON HELICOPTERS,Caverton Helicopters,E35L,NA,regional,1,1,1,1,2025-07-18,2025-07-18,0.0,1,1.0,,1,1.0,short_series,1.0,,,,,True,,True,,
CFE::E190|100-179|regional,CFE,BA CityFlyer,E190,100-179,regional,2065,18,28,2055,2022-06-01,2022-06-28,0.8437956204379562,2055,212.0,,28,73.75,short_series,0.9464285714285714,0.9411764705882353,0.8067338919400125,51.0,3.0,False,,True,,
CFE::E190|100-179|short,CFE,BA CityFlyer,E190,100-179,short,231,2,28,227,2022-06-01,2022-06-28,0.08370044052863436,227,98.0,,28,8.25,short_series,0.9821428571428572,0.896551724137931,0.8174600406372667,29.0,3.0,False,,True,,
CGS::B738|NA|medium,CGS,SolitAir,B738,NA,medium,59,2,29,59,2026-03-05,2026-04-08,0.0851063829787234,47,32.0,0.0,35,1.6857142857142857,ok,0.4285714285714286,0.5294117647058824,0.795610216781807,17.0,8.0,False,,True,-1.3239412009818288,-0.20769240243636775
CGS::B738|NA|short,CGS,SolitAir,B738,NA,short,121,2,36,121,2026-03-03,2026-04-08,0.23958333333333334,96,53.0,0.31655644284064277,37,3.27027027027027,ok,0.7972972972972974,0.6153846153846154,0.8202529851131671,26.0,10.0,False,,True,0.3133344206063382,1.6040112308052497
CKS::B744|NA|long,CKS,Kalitta Air,B744,NA,long,178,12,87,178,2023-05-18,2024-02-03,0.949438202247191,178,20.0,0.0,262,0.6793893129770993,ok,0.026717557251908396,0.7777777777777778,0.7400753687723248,9.0,2.0,False,cargo_regular,True,-0.2941260135508941,-0.4703139161579055
CMP::B38M|100-179|long,CMP,Copa Airlines,B38M,100-179,long,1,1,1,1,2026-03-18,2026-03-18,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,fsc,True,,
CMP::B38M|100-179|short,CMP,Copa Airlines,B38M,100-179,short,14649,16,610,14649,2024-07-03,2026-03-29,0.9854597583452795,14649,496.0,0.025967672883206228,635,23.069291338582676,ok,0.929639507356687,0.8666666666666667,0.825835190261218,90.0,12.0,False,fsc,False,1.3288502572802265,-0.7880365809937551
CMP::B39M|100-179|medium,CMP,Copa Airlines,B39M,100-179,medium,110515,32,1399,110512,2022-05-31,2026-03-29,0.994154269374163,110508,1009.0,0.035318843085582086,1399,78.99571122230165,ok,0.9596584491129146,0.7058823529411764,0.6675586331409858,153.0,45.0,False,fsc,False,1.1242451991587243,-0.5419714049036891
CMP::B737|100-179|short,CMP,Copa Airlines,B737,100-179,short,49336,9,1399,49315,2022-05-31,2026-03-29,0.9880522536411214,49298,831.0,0.01663160617235382,1399,35.26518942101501,ok,0.8963545389563974,0.7788461538461539,0.7776009512674259,104.0,23.0,False,fsc,False,1.1066591030308723,-0.7281894549517104
CMP::B738|100-179|short,CMP,Copa Airlines,B738,100-179,short,292578,57,1399,292505,2022-05-31,2026-03-29,0.9937081540955129,292442,2033.0,0.03702108965491635,1399,209.13366690493208,ok,0.9599714081486777,0.7149758454106281,0.7325388294636226,207.0,59.0,False,fsc,False,1.1439613305260672,-0.5419797089071833
CMS::B738|NA|short,CMS,Camex Airlines,B738,NA,short,2,1,1,2,2023-12-31,2023-12-31,0.0,2,2.0,,1,2.0,short_series,1.0,1.0,0.0,1.0,0.0,True,,True,,
